Facility,Region,County,Y,X,MMBTU_potential,Type,Type_Num
"Mr. Holmes Sites #1 - #14, #1 7, #18, Blueberry Sow, Bladen ,Ammon, and Cypress Creek Farm",Fayetteville,Bladen,34.819191,-78.544711,92586,Multiple,7
Somerset Farm,Washington,Washington,35.8889,-76.5358,79945,Swine - Feeder to Finish,3
White Oaks Farm Inc,Washington,Wayne,35.5161,-77.9231,75802,Multiple,7
"Magnolia III, DM Section 4 Sites 1-4, Section 3 Sites 4-5",Wilmington,Duplin,34.8875,-78.1314,68859,Multiple,7
Farms 27-30,Raleigh,Northampton,36.53905,-77.617575,59143,Swine - Feeder to Finish,3
"5071, 5072, 5073, & 5074",Fayetteville,Robeson,34.693053,-79.342,47696,Swine - Feeder to Finish,3
DM Farms Sec 2 Sites 1-4,Wilmington,Duplin,34.8672,-78.1514,42926,Swine - Wean to Feeder,2
"Stockinghead Creek Farm, LLC Farm",Wilmington,Duplin,34.9131,-77.9531,41258,Swine - Feeder to Finish,3
"Magnolia 4 , Melville I & II, DELL, DM Section 1 Site 4",Fayetteville,Sampson,34.866922,-78.189213,35609,Swine - Feeder to Finish,3
"DM Farms Sec 3 Sites 1-3, Wendy 3-8",Wilmington,Duplin,34.8825,-78.1094,33666,Swine - Feeder to Finish,3
Doug Jernigan Farms,Washington,Wayne,35.230148,-78.098348,29328,Multiple,7
Farm 2037 and 2038,Fayetteville,Sampson,35.000136,-78.222075,28444,Swine - Feeder to Finish,3
The Pig Ranch,Washington,Lenoir,35.0437,-77.687272,27112,Swine - Feeder to Finish,3
D.M. Batts #1 - 5,Fayetteville,Sampson,34.889689,-78.178956,25149,Swine - Feeder to Finish,3
Circle K Farm I & II,Wilmington,Duplin,34.9228,-77.9597,23936,Swine - Wean to Feeder,2
"Double B Farms, Inc. 1-24",Wilmington,Columbus,34.2436,-78.8614,23902,Swine - Feeder to Finish,3
5075 & 5076,Fayetteville,Robeson,34.624506,-79.390653,23848,Swine - Feeder to Finish,3
Smith-Alderman Farm,Wilmington,Duplin,34.7806,-78.1694,23219,Swine - Feeder to Finish,3
Waycross Farm,Wilmington,Duplin,34.8489,-78.1297,23219,Swine - Feeder to Finish,3
J&W Swine Co Inc,Fayetteville,Sampson,35.186138,-78.575659,22756,Swine - Wean to Feeder,2
Moye Farm,Washington,Greene,35.4247,-77.5469,22704,Swine - Feeder to Finish,3
"Kilpatrick Farm 1, 2, 4 & 5 & Merritt Farm",Fayetteville,Sampson,34.883219,-78.163722,22103,Swine - Feeder to Finish,3
Farm 94 / 3094,Fayetteville,Robeson,34.789342,-79.012822,21680,Swine - Feeder to Finish,3
Friendship,Wilmington,Duplin,35.087796,-78.047684,21572,Swine - Feeder to Finish,3
S. Grady 6-9,Wilmington,Duplin,35.0097,-77.9461,21561,Swine - Feeder to Finish,3
Swine Relief LLC,Fayetteville,Hoke,34.8878,-79.318627,21463,Swine - Feeder to Finish,3
DM Farms Sec 1 Site 1 & Sec 2 Site 5,Wilmington,Duplin,34.8483,-78.1597,21463,Swine - Feeder to Finish,3
MKJS Farm Sites 1-3,Fayetteville,Bladen,34.628138,-78.722822,20813,Swine - Feeder to Finish,3
Bladen Twenty Sites 1 & 2,Fayetteville,Bladen,34.504702,-78.560475,20379,Swine - Feeder to Finish,3
Andrews Farm,Washington,Jones,35.05,-77.4383,20315,Multiple,7
Dexter Jackson Farm,Wilmington,Duplin,35.1467,-78.13,19919,Swine - Feeder to Finish,3
Kinlaw Farm #1 - #3,Fayetteville,Bladen,34.703597,-78.683422,19902,Swine - Wean to Feeder,2
"Turn Bull Farm #1, #2 & #3",Fayetteville,Bladen,34.797758,-78.543247,19902,Swine - Wean to Feeder,2
J.E. Grady Farms #1 - 4,Wilmington,Duplin,35.0964,-77.9492,19500,Swine - Feeder to Finish,3
Carroll's Farm # 2096,Fayetteville,Sampson,34.966888,-78.589944,19078,Swine - Feeder to Finish,3
Dogwood Complex / Farm 74411,Fayetteville,Scotland,34.895069,-79.430994,18369,Multiple,7
Sonny Gold / Sonny Swine,Fayetteville,Sampson,35.186605,-78.187138,17994,Swine - Wean to Feeder,2
Sandy Evans 1-18,Fayetteville,Robeson,34.359981,-79.080517,17927,Swine - Feeder to Finish,3
Goshen Ridge Farms,Wilmington,Duplin,35.0758,-77.9694,17561,Swine - Feeder to Finish,3
C&B Farms 1-20,Fayetteville,Sampson,35.165855,-78.351816,17425,Swine - Feeder to Finish,3
"Broadwater Farms, Inc.",Wilmington,Brunswick,34.1119,-78.1139,17344,Swine - Feeder to Finish,3
Double C Farms,Wilmington,Duplin,35.0389,-77.9278,17344,Swine - Feeder to Finish,3
Frenches Creek Finisher and Nursery,Fayetteville,Bladen,34.519136,-78.382786,17307,Multiple,7
Scott Farm Sites 1-4,Wilmington,Duplin,35.0467,-78.09,17250,Swine - Feeder to Finish,3
"L.H. Allen & Son, Inc. - Finishing",Washington,Beaufort,35.6666,-76.6518,17135,Multiple,7
"Farm 2701, 2102 & 2105",Fayetteville,Sampson,34.928158,-78.151152,17070,Swine - Farrow to Wean,1
Farm 5572,Fayetteville,Robeson,34.600053,-79.377925,17066,Swine - Feeder to Finish,3
Farm #14 / 3514,Fayetteville,Sampson,34.773455,-78.197858,17066,Swine - Feeder to Finish,3
East Pork Farm,Raleigh,Halifax,36.17819,-77.572891,"17,066",Swine - Feeder to Finish,3
"Lafayette Farms, LLC    L-11",Wilmington,Onslow,34.9617,-77.665,17058,Swine - Feeder to Finish,3
Cain Complex,Fayetteville,Bladen,34.759775,-78.674275,17013,Multiple,7
Applefield Farm-Lower & Upper,Winston-Salem,Randolph,35.6208,-79.6153,16802,Swine - Feeder to Finish,3
CC/Tomahawk Farm,Fayetteville,Sampson,34.725155,-78.333272,16585,Swine - Feeder to Finish,3
Weaver Farm sites 1-3,Washington,Wayne,35.3208,-78.2569,16585,Swine - Boar/Stud,8
J-D Farms LLC,Fayetteville,Richmond,34.971361,-79.631233,16494,Multiple,7
Grassy Lane Farms I & II,Wilmington,Columbus,34.2611,-78.3811,16477,Swine - Feeder to Finish,3
"MacKey Family Farms, LLC",Washington,Pitt,35.4858,-77.495872,16328,Swine - Feeder to Finish,3
Stilley Farm,Washington,Jones,35.063799,-77.527289,16169,Swine - Wean to Feeder,2
"Bull Creek Farms, LLC Farm",Fayetteville,Bladen,34.846472,-78.646513,16005,Multiple,7
David Gooden Hog Farm 1-16,Fayetteville,Bladen,34.58393,-78.599241,15935,Swine - Feeder to Finish,3
Carlton & Jimmy Barefoot Farm,Fayetteville,Sampson,35.179519,-78.358555,15664,Swine - Feeder to Finish,3
Kilpatrick Farms Inc,Wilmington,Duplin,34.8931,-77.8972,15610,Swine - Feeder to Finish,3
Sansanqua Farms,Wilmington,Duplin,35.078603,-78.063594,15610,Swine - Wean to Feeder,2
LC Farm,Washington,Lenoir,35.164538,-77.799262,15610,Swine - Wean to Feeder,2
Crow's Nest Farm,Washington,Wayne,35.2383,-78.1639,15610,Swine - Feeder to Finish,3
"P&D Farms, Inc.- Wayne Mills Finishing",Washington,Wayne,35.3064,-78.0678,15610,Swine - Feeder to Finish,3
Bobby Harris Farm,Washington,Pitt,35.733,-77.442768,15610,Swine - Wean to Finish,6
Indian Woods,Washington,Bertie,35.9903,-77.1403,15610,Swine - Farrow to Wean,1
Dairy Swine Farm #1 & #2,Washington,Wayne,35.3497,-77.83,15610,Swine - Farrow to Wean,1
"Wiggins Hog Farm, Inc.",Washington,Lenoir,35.2762,-77.823617,15501,Swine - Farrow to Wean,1
Hanor Multiplier,Raleigh,Edgecombe,36.0519,-77.6367,15453,Multiple,7
Al Hill Farms,Washington,Lenoir,35.1614,-77.68137,15312,Swine - Feeder to Finish,3
Cullen Glenn Haddock Farm,Washington,Pitt,35.3994,-77.3506,15210,Swine - Feeder to Finish,3
Farm 3417,Wilmington,Columbus,34.4167,-78.6917,15205,Multiple,7
"Dail Farms Livestock, LLC",Wilmington,Duplin,34.945,-77.9053,15176,Swine - Wean to Feeder,2
Taylor Finishing,Washington,Jones,35.0714,-77.2528,15079,Multiple,7
Doug Bond Farm,Wilmington,Duplin,34.725,-77.7583,14927,Swine - Wean to Feeder,2
E & B Farms #1 - 3,Wilmington,Duplin,34.8483,-77.9492,14927,Swine - Feeder to Finish,3
"Bradsher Farms 1, 2 & 3",Fayetteville,Sampson,34.914686,-78.29793,14927,Swine - Feeder to Finish,3
W&K and McKay Farm,Wilmington,Duplin,34.97497,-77.86583,14927,Swine - Feeder to Finish,3
OK Hog Farm #1 - 3,Wilmington,Duplin,35.0692,-77.7917,14927,Swine - Feeder to Finish,3
"S. Grady 3, 4, & 5",Wilmington,Duplin,35.0736,-77.9569,14927,Swine - Feeder to Finish,3
Flagship Farms,Wilmington,Duplin,34.7653,-78.1389,14927,Swine - Feeder to Finish,3
Sugg Farm,Washington,Greene,35.52436,-77.63811,14791,Swine - Feeder to Finish,3
Waters Farm 1-5  M&M Rivenbark,Wilmington,Duplin,34.879694,-78.155139,14770,Swine - Feeder to Finish,3
"K & S Farms, LLC",Wilmington,Columbus,34.336367,-78.9767,14742,Swine - Feeder to Finish,3
Farm 5570 & 7169,Fayetteville,Scotland,34.806013,-79.379359,14446,Swine - Feeder to Finish,3
Fisher Farms,Wilmington,Columbus,34.365582,-78.73442,14400,Swine - Other,10
"Page Family Farms, LLC",Fayetteville,Harnett,35.326079,-78.970495,14400,Swine - Farrow to Finish,5
Triple K Farm,Washington,Jones,35.0114,-77.3289,14309,Swine - Wean to Feeder,2
Gilt Free Farms,Wilmington,Duplin,35.0183,-78.1333,14309,Swine - Wean to Feeder,2
Carson and Manning Farm,Washington,Pitt,35.7408,-77.37902,14309,Swine - Wean to Feeder,2
Hog Heaven/Triple M Farms,Wilmington,Duplin,35.1278,-77.7989,14309,Swine - Farrow to Wean,1
Farm 2029,Wilmington,Duplin,35.0425,-78.0333,14222,Swine - Feeder to Finish,3
Farm 2046,Fayetteville,Sampson,35.052866,-78.241352,14222,Swine - Feeder to Finish,3
Farm 2039,Fayetteville,Sampson,35.072042,-78.215381,14222,Swine - Boar/Stud,8
Warren Swine Farms (King Farm),Fayetteville,Sampson,35.23293,-78.323372,14118,Multiple,7
S-6 & Buffalo Ridge Farm,Fayetteville,Harnett,35.209808,-79.129535,13839,Multiple,7
"Peg Leg #1, #2, & #3",Fayetteville,Sampson,34.841025,-78.195061,13821,Swine - Farrow to Wean,1
Fishing Creek Farm,Raleigh,Halifax,36.1967,-77.9306,13761,Multiple,7
Farm #25 / 3425,Washington,Jones,34.9806,-77.2889,13693,Multiple,7
"Belvoir Farm, Inc. 1-10, 11-14",Fayetteville,Sampson,35.005511,-78.436102,13631,Swine - Feeder to Finish,3
Onslow Farm,Wilmington,Onslow,34.8603,-77.5906,13554,Swine - Feeder to Finish,3
Spring Valley Farm,Raleigh,Warren,36.5411,-78.2817,13313,Swine - Feeder to Finish,3
Watts Piggy Bank,Wilmington,Columbus,34.1111,-78.7492,13268,Swine - Feeder to Finish,3
Rockfish Farms #1 and 2,Wilmington,Duplin,34.8144,-78.0889,13268,Swine - Wean to Finish,6
Vestal I&II Farm,Wilmington,Duplin,34.932173,-77.938136,13268,Swine - Feeder to Finish,3
Bryan King Farms,Fayetteville,Sampson,34.971797,-78.261291,13268,Swine - Wean to Feeder,2
Linda's Farm,Wilmington,Duplin,35.0547,-78.1403,13268,Swine - Feeder to Finish,3
"S. Grady 1, 2",Wilmington,Duplin,35.0567,-77.8733,13268,Swine - Wean to Feeder,2
Cunningham Farms #1 & 2,Washington,Greene,35.5317,-77.7403,13268,Swine - Feeder to Finish,3
Juniper Farms #1 & #2,Wilmington,Duplin,34.7319,-77.7964,13268,Swine - Feeder to Finish,3
Quail Run Farms 1 & 2,Wilmington,Duplin,34.7533,-78.1117,13268,Swine - Feeder to Finish,3
Matthews Farm #1 & #2,Wilmington,Duplin,34.7931,-78.1197,13268,Swine - Wean to Feeder,2
Corbett Farms 1-4,Wilmington,Duplin,34.8522,-77.9697,13207,Swine - Farrow to Wean,1
Edge Farm / Farm 74451,Fayetteville,Bladen,34.804352,-78.617444,13013,Swine - Farrow to Wean,1
Peterson Farm,Fayetteville,Sampson,34.707683,-78.237938,13008,Swine - Farrow to Wean,1
"Harrison Pork Productions, Inc.",Raleigh,Nash,36.1544,-78.0283,13008,Swine - Wean to Finish,6
Cox Brothers Farms - 601S Farm,Mooresville,Union,34.8564,-80.4197,12780,Swine - Farrow to Feeder,4
Farm 5096,Fayetteville,Scotland,34.784909,-79.390212,12585,Swine - Feeder to Finish,3
Hart Farm,Wilmington,Columbus,34.2433,-78.3806,12358,Swine - Feeder to Finish,3
"B Mack Farms, LLC # 1",Washington,Greene,35.5158,-77.5989,12195,Swine - Feeder to Finish,3
Dirt Road Farm,Washington,Greene,35.4411,-77.5306,12066,Swine - Farrow to Wean,1
"Lafayette Farms, LLC  L-9",Fayetteville,Sampson,34.939261,-78.420022,11951,Swine - Farrow to Wean,1
Pope & Son Houses #1-8 & 10-13,Fayetteville,Sampson,35.077511,-78.379683,11951,Swine - Farrow to Wean,1
Larry Eason Hog Farm Inc.,Fayetteville,Cumberland,35.126086,-78.652589,11951,Swine - Wean to Finish,6
Sandhill Hog Farm,Fayetteville,Bladen,34.490183,-78.853822,11924,Swine - Feeder to Finish,3
Farm 5070,Fayetteville,Scotland,34.763285,-79.349904,11924,Swine - Feeder to Finish,3
Henry Moore Farm,Fayetteville,Sampson,34.775663,-78.261705,11924,Swine - Wean to Feeder,2
Hog's Breath Farm,Fayetteville,Hoke,34.871336,-79.302844,11924,Swine - Feeder to Finish,3
F & W Farms / B - T Farm,Fayetteville,Sampson,34.945919,-78.561236,11924,Swine - Feeder to Finish,3
Wilson's Swine Farm,Fayetteville,Richmond,35.120261,-79.607281,11924,Swine - Feeder to Finish,3
Cavie Farms,Wilmington,Onslow,34.9269,-77.6253,11924,Swine - Feeder to Finish,3
L & M Daughtry Inc.,Fayetteville,Sampson,35.124116,-78.381274,11920,Swine - Wean to Feeder,2
"Enviro Tech 1, 2 & 3",Wilmington,Duplin,35.0144,-77.7839,11763,Multiple,7
Farm 40 A & 40B,Raleigh,Northampton,36.4958,-77.4711,11717,Multiple,7
S&J Farms,Wilmington,Duplin,35.0611,-78.0533,11707,Swine - Feeder to Finish,3
"Ted and Jack Allen, Inc. # 2",Washington,Beaufort,35.4926,-77.1323,11707,Swine - Feeder to Finish,3
Four Oaks,Washington,Pitt,35.5471,-77.17735,11707,Swine - Farrow to Wean,1
"Loyd Ray Farms, Inc.",Winston-Salem,Yadkin,36.1667,-80.7083,11707,Swine - Feeder to Finish,3
Fisher Farms,Mooresville,Union,34.8333,-80.4917,11653,Swine - Feeder to Finish,3
Trumpeter Creek Farms #1 & #2,Wilmington,Pender,34.44276,-77.765691,11610,Swine - Feeder to Finish,3
Charles Wooten Farm #1 & #2,Wilmington,Pender,34.687644,-77.664202,11610,Swine - Feeder to Finish,3
Carter & Sons Hog Farm 1&2,Wilmington,Duplin,34.8994,-77.9283,11610,Swine - Feeder to Finish,3
Cottle Farm,Fayetteville,Sampson,35.1556,-78.2658,11610,Swine - Feeder to Finish,3
Grace Farm,Washington,Greene,35.5114,-77.8,11551,Swine - Wean to Feeder,2
Whaleys Family Farms LLC,Wilmington,Duplin,34.8953,-77.75,11436,Swine - Feeder to Finish,3
Three G Two,Raleigh,Johnston,35.694323,-78.266475,11409,Multiple,7
Marion Mills Farm,Washington,Pitt,35.5405,-77.469289,11382,Swine - Feeder to Finish,3
A&B Hog Farm,Fayetteville,Sampson,34.82633,-78.268677,11165,Swine - Wean to Finish,6
Harold W. Lee & Sons,Raleigh,Johnston,35.3497,-78.3811,11076,Swine - Feeder to Finish,3
Farms # 91 / 8091,Raleigh,Northampton,36.3181,-77.2514,10981,Swine - Feeder to Finish,3
Scott McLamb #1 & #2 & Robert McLamb,Fayetteville,Sampson,35.122205,-78.492827,10900,Swine - Feeder to Finish,3
John Langdon Farm,Raleigh,Johnston,35.497472,-78.548977,10900,Swine - Farrow to Wean,1
Copperhead Farm,Winston-Salem,Randolph,35.5639,-79.6931,10874,Swine - Feeder to Finish,3
Whitakers,Raleigh,Nash,36.139876,-77.759504,10862,Multiple,7
Farm 92,Fayetteville,Bladen,34.716725,-78.801905,10840,Swine - Wean to Feeder,2
"All In Farms, Inc.",Fayetteville,Robeson,34.745044,-78.917589,10840,Swine - Farrow to Wean,1
Passingham Farm,Fayetteville,Sampson,35.053366,-78.215205,10840,Swine - Feeder to Finish,3
"James Naylor Farm, James F. Naylor Farm, Robert Naylor #3",Fayetteville,Sampson,35.155972,-78.400119,10820,Swine - Wean to Feeder,2
Everette Murphrey  #2,Washington,Greene,35.4894,-77.6103,10818,Swine - Feeder to Finish,3
Mark & Pam Denning Farm 1-6,Raleigh,Johnston,35.4167,-78.595486,10800,Swine - Farrow to Wean,1
Luhrs Farm,Wilmington,Columbus,34.4033,-78.9378,10732,Swine - Feeder to Finish,3
Freedman Farm Robeson,Fayetteville,Robeson,34.452944,-79.128642,10732,Swine - Feeder to Finish,3
Roger Oxendine Farm,Fayetteville,Robeson,34.484069,-79.228192,10732,Swine - Feeder to Finish,3
Hoke Smith Jr #1 Farm (Sugar Hill),Fayetteville,Robeson,34.507897,-79.190111,10732,Swine - Feeder to Finish,3
Hoke Smith Jr #3 Farm (Hedge Farm),Fayetteville,Robeson,34.513906,-79.228247,10732,Swine - Feeder to Finish,3
Hoke Smith Jr #4 Farm (Savannah Pond),Fayetteville,Robeson,34.521639,-79.206414,10732,Swine - Feeder to Finish,3
Farm #2 - Aaron Swamp,Fayetteville,Robeson,34.54525,-79.208794,10732,Swine - Feeder to Finish,3
Singletary Finishing,Fayetteville,Bladen,34.591611,-78.798319,10732,Swine - Feeder to Finish,3
Greenwood Finishing #3,Wilmington,Pender,34.659743,-78.068863,10732,Swine - Feeder to Finish,3
Carroll's Farm # 7078 - Unit 1,Fayetteville,Scotland,34.692227,-79.466016,10732,Swine - Feeder to Finish,3
Chris Yaklin Farm,Fayetteville,Richmond,35.114542,-79.791964,10732,Swine - Farrow to Wean,1
Beaver Branch Farm,Washington,Wayne,35.504251,-77.821267,10732,Swine - Feeder to Finish,3
Foxwoods,Washington,Pitt,35.5283,-77.174836,10732,Swine - Farrow to Wean,1
Lee Brothers Farm,Raleigh,Johnston,35.2958,-78.4361,10690,Multiple,7
Maguire/McDaniels Farm,Fayetteville,Sampson,34.862847,-78.4724,10678,Swine - Feeder to Finish,3
Steve Brewer Farm,Raleigh,Edgecombe,36.0244,-77.425,10406,Swine - Feeder to Finish,3
Cundiff Creek Farm,Winston-Salem,Surry,36.2931,-80.5864,10366,Swine - Feeder to Finish,3
Sandy Ridge Farm,Washington,Greene,35.4731,-77.4992,10345,Swine - Feeder to Finish,3
Carson/Collyn Beaman Farm,Washington,Greene,35.5169,-77.6903,10283,Swine - Wean to Finish,6
Overman Farm Inc.,Washington,Wayne,35.2997,-78.1031,10163,Swine - Feeder to Finish,3
Shirley Farm,Washington,Greene,35.5664,-77.7056,10163,Swine - Feeder to Finish,3
Farm 90,Wilmington,Duplin,34.9361,-78.1274,10142,Swine - Wean to Finish,6
Laniers' Farms TCB Inc,Washington,Jones,34.9894,-77.5125,10095,Swine - Feeder to Finish,3
Colonel Lamb Farm,Fayetteville,Sampson,34.87642,-78.46858,10005,Swine - Feeder to Finish,3
"Lafeyette Farms, LLC L-3",Fayetteville,Sampson,34.947455,-78.45058,9996,Swine - Feeder to Finish,3
BJD Farm I,Wilmington,Duplin,34.9478,-78.0367,9973,Swine - Feeder to Finish,3
Boneys Bros. Hog Farm 1-10,Fayetteville,Sampson,35.005394,-78.402063,9959,Swine - Feeder to Finish,3
Danny K. Bass Farm 25-34,Fayetteville,Sampson,35.163163,-78.27368,9959,Swine - Feeder to Finish,3
R&C Swine,Fayetteville,Cumberland,35.169856,-78.690347,9959,Swine - Feeder to Finish,3
"W. Thomas Butler Farms, LLC",Fayetteville,Harnett,35.322333,-78.943123,9959,Swine - Farrow to Wean,1
Donnie Peedin Farm,Washington,Wayne,35.3347,-78.1581,9959,Swine - Wean to Feeder,2
State Line Farm #1 & 2,Wilmington,Columbus,34.0078,-78.7244,9951,Swine - Feeder to Finish,3
Nick Gooden Farm #3,Fayetteville,Bladen,34.578625,-78.546091,9951,Swine - Feeder to Finish,3
Greg Horrell Farm #2 & Addition,Fayetteville,Sampson,34.699461,-78.332383,9951,Swine - Feeder to Finish,3
Jason Cavenaugh I & II,Wilmington,Duplin,34.7733,-77.8403,9951,Swine - Wean to Feeder,2
J.E. Brice Farm,Wilmington,Duplin,34.827022,-78.093942,9951,Swine - Farrow to Wean,1
Mr. Holmes Sites #15 & #16,Fayetteville,Bladen,34.838905,-78.531,9951,Swine - Farrow to Wean,1
Austin Farm #1 & #2,Wilmington,Duplin,34.8475,-77.9361,9951,Swine - Wean to Feeder,2
"The ""General"" HD3 Farm",Wilmington,Duplin,34.8761,-78.0236,9951,Swine - Wean to Feeder,2
Reginald Kenan Farm,Wilmington,Duplin,34.8833,-78.0856,9951,Swine - Feeder to Finish,3
Bowles & Sons Farm Inc Farm 2,Wilmington,Duplin,34.892612,-77.934358,9951,Swine - Feeder to Finish,3
Henry Lucas Farm #1 & #2,Fayetteville,Sampson,34.946275,-78.207386,9951,Swine - Feeder to Finish,3
Whitehorse Farms Inc.,Fayetteville,Sampson,34.981477,-78.163125,9951,Swine - Feeder to Finish,3
Bowles & Son Farm #1,Wilmington,Duplin,35.0542,-77.98,9951,Swine - Wean to Feeder,2
Pitchfork Farms,Washington,Lenoir,35.1817,-77.613714,9951,Swine - Wean to Feeder,2
Wood Farm,Washington,Lenoir,35.2459,-77.795681,9951,Swine - Feeder to Finish,3
"Hugo Farms, LLC Farm",Washington,Lenoir,35.3602,-77.49934,9951,Swine - Feeder to Finish,3
Big Brook #1 & #2,Wilmington,Duplin,34.7497,-77.7481,9951,Swine - Farrow to Wean,1
Ganders Fork,Wilmington,Duplin,34.8833,-77.7467,9951,Swine - Farrow to Wean,1
Williamson Swine Farm,Fayetteville,Sampson,34.876038,-78.275555,9919,Swine - Wean to Feeder,2
Bowles & Sons Farm Inc #3 - Former Heath Farm,Wilmington,Duplin,34.893061,-77.945623,9919,Swine - Feeder to Finish,3
"Humphrey Hog Farm, Inc. Farm",Wilmington,Pender,34.543828,-78.031647,9831,Swine - Feeder to Finish,3
Swain Farm,Fayetteville,Sampson,35.152794,-78.271369,9810,Swine - Feeder to Finish,3
"Reeves & Reeves, Inc.",Fayetteville,Sampson,34.823958,-78.441639,9785,Multiple,7
Farm 91 / Farm 3091,Fayetteville,Bladen,34.524486,-78.474922,9756,Swine - Feeder to Finish,3
Bud Rivenbark Farm,Wilmington,Duplin,34.843225,-77.886975,9756,Swine - Farrow to Wean,1
S & J Farms #2,Wilmington,Duplin,35.0697,-78.0531,9756,Swine - Feeder to Finish,3
Moore Brothers - Beaver Creek Farm,Washington,Jones,35.1394,-77.4744,9756,Swine - Feeder to Finish,3
Sandy Creek Farms,Washington,Lenoir,35.2065,-77.785869,9756,Swine - Feeder to Finish,3
Razorback Farms LLC,Washington,Lenoir,35.255,-77.822606,9756,Swine - Feeder to Finish,3
Mr. Gordon's Farm,Washington,Greene,35.4125,-77.8058,9756,Swine - Wean to Feeder,2
Peachtree Creek Farm Inc.,Raleigh,Franklin,36.0094,-78.1397,9756,Swine - Feeder to Finish,3
Thorton Swine Farm Bldgs. 1-8 & new farm,Fayetteville,Sampson,35.144411,-78.263377,9725,Multiple,7
HD3 Lucas Dairy Farm,Fayetteville,Sampson,34.954036,-78.214186,9642,Swine - Farrow to Wean,1
2070,Fayetteville,Sampson,34.807358,-78.29968,9588,Swine - Farrow to Wean,1
"B & F Farms, Inc.",Wilmington,Columbus,34.2931,-78.9658,9539,Swine - Feeder to Finish,3
Collins Swine Farm,Wilmington,Columbus,34.36898,-78.784544,9539,Swine - Feeder to Finish,3
Double R Farms #2,Wilmington,Columbus,34.457135,-78.838562,9539,Swine - Feeder to Finish,3
"Melvin Bros Farms, LLC",Fayetteville,Bladen,34.571938,-78.823838,9539,Swine - Feeder to Finish,3
Gene Wells Farm,Wilmington,Pender,34.605,-77.9825,9539,Swine - Feeder to Finish,3
M&T Farm,Fayetteville,Robeson,34.63885,-79.436017,9539,Swine - Feeder to Finish,3
Chris and Jeremy Bond Farm,Wilmington,Duplin,34.7625,-77.8294,9539,Swine - Feeder to Finish,3
H&C Farm,Fayetteville,Sampson,35.011463,-78.182833,9539,Swine - Wean to Feeder,2
"Jim Grady and Sons, Inc.",Wilmington,Duplin,35.0653,-78.0678,9539,Swine - Wean to Feeder,2
Collier Farms Inc,Fayetteville,Cumberland,35.115792,-78.645961,9539,Swine - Wean to Feeder,2
Clarence Smith Finishing,Washington,Lenoir,35.132,-77.673877,9539,Swine - Farrow to Wean,1
Kennedy Farm #1,Fayetteville,Sampson,35.199114,-78.251505,9539,Swine - Feeder to Finish,3
Collins Farms,Wilmington,Onslow,34.8428,-77.2736,9539,Swine - Feeder to Finish,3
Double T Hog Farm,Wilmington,Onslow,34.8822,-77.5689,9485,Swine - Wean to Feeder,2
ABC Swine Services,Fayetteville,Sampson,35.065069,-78.458086,9455,Swine - Feeder to Finish,3
Farm 2026,Fayetteville,Sampson,35.049105,-78.176486,9439,Swine - Wean to Feeder,2
G&R Farms,Fayetteville,Sampson,35.216722,-78.415733,9336,Swine - Wean to Feeder,2
A & D Farms,Fayetteville,Bladen,34.766825,-78.589936,9268,Swine - Feeder to Finish,3
Wood Farms,Washington,Greene,35.4783,-77.5806,9106,Swine - Feeder to Finish,3
Smith Farms,Wilmington,Duplin,35.0203,-77.8072,9024,Swine - Feeder to Finish,3
Winters Tract - Grady,Wilmington,Duplin,35.0575,-78.0778,8943,Swine - Farrow to Wean,1
"Owl Pond, Heath Farm & Hog City",Washington,Lenoir,35.1028,-77.675322,8896,Multiple,7
"Ward Farms, Inc.",Fayetteville,Robeson,34.746594,-78.956739,8808,Swine - Feeder to Finish,3
Waters Bros. LLC,Fayetteville,Sampson,34.9454,-78.232719,8780,Swine - Feeder to Finish,3
Millbrook Farms Inc.,Fayetteville,Sampson,35.086484,-78.202006,8780,Swine - Feeder to Finish,3
Jack Grady Farm,Washington,Lenoir,35.1715,-77.66937,8780,Swine - Feeder to Finish,3
JH Farm,Fayetteville,Sampson,35.18835,-78.402519,8780,Swine - Feeder to Finish,3
Richard Waller Farm,Wilmington,Duplin,35.1381,-77.8825,8737,Swine - Feeder to Finish,3
"Davistown Farming, LLC",Raleigh,Edgecombe,35.813739,-77.612747,8675,Swine - Wean to Finish,6
Bell Swamp Farm,Wilmington,Brunswick,34.097063,-78.151852,8672,Swine - Feeder to Finish,3
Barry Shepard Farm,Wilmington,Onslow,34.7258,-77.5678,8672,Swine - Feeder to Finish,3
Earl Davis Farm,Wilmington,Duplin,34.9544,-78.0214,8672,Swine - Wean to Feeder,2
Earl Davis Farm Site II,Wilmington,Duplin,34.959839,-78.017098,8672,Swine - Feeder to Finish,3
Whitewoods Farm,Fayetteville,Sampson,34.960588,-78.489094,8672,Swine - Feeder to Finish,3
Marcus Daniels Farm,Fayetteville,Sampson,34.994466,-78.586933,8672,Swine - Feeder to Finish,3
N&T Farm 1-8,Wilmington,Duplin,35.031011,-77.897516,8672,Swine - Feeder to Finish,3
Pork KROP Inc Sites 1 & 2,Wilmington,Duplin,35.0639,-78.125,8672,Swine - Feeder to Finish,3
"Five Farms, LLC",Washington,Lenoir,35.1068,-77.572836,8672,Swine - Feeder to Finish,3
Albertson Farm,Wilmington,Duplin,35.134527,-77.824593,8672,Swine - Farrow to Wean,1
